// ACTIVE MODULES ;					---------;							---------;							---------;					---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							;									;									;									;									;									
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;				4 ITEM CLASS;						5 SUB CLASS;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 ITEM LEVEL;						11 AMMO PREFAB ID;					12 STACKABLE ITEM;					13 CYCLE RATE;						14 TURN SPEED;						15 MAX RANGE;						16 MOBLITY RANGE;					17 PROJECTILE SPEED;				18 ENERGY USAGE;					19 DURABILITY POINTS;				20 BASE DAMAGE;						21 SPECIAL ABILITIES;				22 ITEM DESCRIPTION;				;									;									;									;									;									
MODULE;								1002;								Generic Single 20mm Gun;			Active Module;				20mm Turret;						GUN;								gun_2.png;							10;									1200;								1;									1;									1;									true;								3.0;								50;									1300;								-30.0/45.0/-80.0/80.0;				900;								2.00;								2000;								5;									0,0,0,0,0;							20mm single barrel, capable of firing 1 high velocity round. This 20mm Projectile gun is good for medium ranged combat against high speed ships. Requires 1 x 20mm ammo.;;;;;;				
PMODULE;							1544;								Prototype Mass Reduction;			Passive Module;						Cargo Mod;							Cargo;								cargo_mass_5.png;					120.737;							254943.6;							0;									5;									0;									true;								Cargo;								Mass Reduction;						0.24;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end mass reduction module.;;									;									;									;									;									
PMODULE;							1550;								Basic Shield Booster;				Passive Module;						Shield Mod;							Shield;								shield_boost_1.png;					27.327;								3387.3;								0;									1;									0;									true;								Shield;								Max Capacity;						0.1;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic shield booster available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1551;								Improved Shield Booster;			Passive Module;						Shield Mod;							Shield;								shield_boost_2.png;					18.449;								7284.6;								0;									2;									0;									true;								Shield;								Max Capacity;						0.15;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic shield booster, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1552;								Advanced Shield Booster;			Passive Module;						Shield Mod;							Shield;								shield_boost_3.png;					30.264;								24108.6;							0;									3;									0;									true;								Shield;								Max Capacity;						0.2;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around shield booster. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1553;								Premium Shield Booster;				Passive Module;						Shield Mod;							Shield;								shield_boost_4.png;					41.527;								98027.4;							0;									4;									0;									true;								Shield;								Max Capacity;						0.25;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this shield booster.;;									;									;									;									;									
PMODULE;							1554;								Prototype Shield Booster;			Passive Module;						Shield Mod;							Shield;								shield_boost_5.png;					64.597;								491702.1;							0;									5;									0;									true;								Shield;								Max Capacity;						0.3;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end shield booster.;;									;									;									;									;									
PMODULE;							1560;								Basic Shield Generator;				Passive Module;						Shield Mod;							Shield;								shield_gen_1.png;					7.899;								1274.0;								0;									1;									0;									true;								Shield;								Recharge Rate;						0.1;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic shield generator available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1561;								Improved Shield Generator;			Passive Module;						Shield Mod;							Shield;								shield_gen_2.png;					9.242;								3217.0;								0;									2;									0;									true;								Shield;								Recharge Rate;						0.2;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic shield generator, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1562;								Advanced Shield Generator;			Passive Module;						Shield Mod;							Shield;								shield_gen_3.png;					26.461;								12755.9;							0;									3;									0;									true;								Shield;								Recharge Rate;						0.3;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around shield generator. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1563;								Premium Shield Generator;			Passive Module;						Shield Mod;							Shield;								shield_gen_4.png;					37.277;								52176.8;							0;									4;									0;									true;								Shield;								Recharge Rate;						0.4;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this shield generator.;;									;									;									;									;									
PMODULE;							1564;								Prototype Shield Generator;			Passive Module;						Shield Mod;							Shield;								shield_gen_5.png;					57.420;								262644.8;							0;									5;									0;									true;								Shield;								Recharge Rate;						0.5;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end shield generator.;;									;									;									;									;									
PMODULE;							1570;								Basic Energy Capacitor;				Passive Module;						Energy Mod;							Energy;								energy_capacitor_1.png;				27.493;								2600.1;								0;									1;									0;									true;								Energy;								Max Capacity;						0.1;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic energy storage module available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1571;								Improved Energy Capacitor;			Passive Module;						Energy Mod;							Energy;								energy_capacitor_2.png;				16.338;								5781.1;								0;									2;									0;									true;								Energy;								Max Capacity;						0.15;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic energy storage module, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1572;								Advanced Energy Capacitor;			Passive Module;						Energy Mod;							Energy;								energy_capacitor_3.png;				34.389;								20188.9;							0;									3;									0;									true;								Energy;								Max Capacity;						0.2;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around energy storage module. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1573;								Premium Energy Capacitor;			Passive Module;						Energy Mod;							Energy;								energy_capacitor_4.png;				46.886;								81680.8;							0;									4;									0;									true;								Energy;								Max Capacity;						0.25;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this energy storage module.;;									;									;									;									;									
PMODULE;							1574;								Prototype Energy Capacitor;			Passive Module;						Energy Mod;							Energy;								energy_capacitor_5.png;				66.466;								408928.3;							0;									5;									0;									true;								Energy;								Max Capacity;						0.3;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end energy storage module.;;									;									;									;									;									
PMODULE;							1580;								Basic Energy Generator;				Passive Module;						Energy Mod;							Energy;								energy_generator_1.png;				25.678;								5447.2;								0;									1;									0;									true;								Energy;								Recharge Rate;						0.2;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic energy generator available in the market. Works when funds are tight.;;									;									;									;									;									
